emp_no,dept_no,,emp_no,vlookup
56305,d002,,450787,#N/A
56309,d005,,488819,#N/A
56310,d006,,255997,#N/A
56313,d005,,293096,56313
56314,d007,,433650,#N/A
56315,d003,,249710,#N/A
56316,d004,,25490,56316
56316,d009,,203426,56316
56319,d007,,68139,#N/A
56326,d004,,71973,56326
56327,d004,,472037,#N/A
56329,d005,,409274,#N/A
56330,d005,,496031,#N/A
56332,d006,,480657,56332
56334,d003,,104029,#N/A
56336,d002,,479908,#N/A
56344,d005,,417565,#N/A
56345,d004,,68034,#N/A
56346,d005,,224346,56346
56347,d004,,95676,#N/A
56348,d004,,232166,#N/A
56353,d004,,279046,#N/A
56354,d005,,463657,#N/A
56355,d004,,406523,#N/A
56358,d006,,105140,56358
56360,d007,,242734,#N/A
56362,d005,,106854,#N/A
56363,d007,,237540,#N/A
56364,d002,,200938,#N/A
56365,d004,,281046,#N/A
56366,d004,,89477,#N/A
56376,d004,,422080,#N/A
56384,d001,,425426,#N/A
56385,d007,,471339,#N/A
56386,d007,,217114,#N/A
56386,d009,,476773,#N/A
56391,d007,,105354,#N/A
56397,d007,,458121,56397
56401,d005,,108753,#N/A
56402,d004,,491853,56402
56405,d005,,215250,56405
56409,d007,,225812,#N/A
56410,d005,,437138,#N/A
56412,d009,,266892,#N/A
56413,d004,,252363,56413
56414,d001,,102072,#N/A
56415,d002,,203277,#N/A
56417,d007,,229677,#N/A
56418,d005,,450506,#N/A
56421,d002,,449882,#N/A
56422,d007,,284166,56422
56429,d002,,280423,#N/A
56433,d007,,454879,56433
56442,d007,,482140,#N/A
56443,d005,,449902,#N/A
56443,d006,,410050,#N/A
56444,d005,,235658,#N/A
56447,d008,,236540,#N/A
56450,d006,,104790,#N/A
56452,d001,,57258,#N/A
56452,d007,,48509,#N/A
56454,d004,,400712,#N/A
56455,d001,,273716,#N/A
56458,d007,,20010,#N/A
56460,d005,,241370,#N/A
56461,d005,,468372,#N/A
56461,d006,,268502,#N/A
56463,d005,,45500,#N/A
56467,d008,,56481,#N/A
56470,d005,,58946,#N/A
56471,d005,,22373,#N/A
56471,d006,,25881,#N/A
56472,d004,,466388,#N/A
56473,d005,,92419,#N/A
56474,d005,,101273,56474
56477,d006,,446093,#N/A
56478,d005,,413770,#N/A
56483,d005,,235780,#N/A
56485,d005,,431063,#N/A
56486,d007,,275612,#N/A
56488,d007,,101368,#N/A
56497,d006,,45257,#N/A
56500,d007,,30301,#N/A
56502,d005,,286338,#N/A
56509,d007,,35014,#N/A
56517,d007,,271463,#N/A
56523,d007,,245854,#N/A
56524,d004,,75600,#N/A
56525,d004,,242856,#N/A
56527,d007,,106023,#N/A
56528,d004,,467411,#N/A
56532,d008,,231316,#N/A
56535,d007,,109367,56535
56536,d009,,95613,#N/A
56538,d008,,277330,#N/A
56539,d005,,97467,#N/A
56541,d001,,61208,#N/A
56542,d008,,82343,#N/A
56543,d005,,264913,#N/A
56544,d005,,63061,56544
56548,d008,,61407,#N/A
56552,d004,,240486,#N/A
56554,d005,,35137,#N/A
56555,d007,,104182,#N/A
56559,d006,,225658,#N/A
56566,d004,,91844,#N/A
56569,d005,,218131,56569
56572,d003,,221545,#N/A
56573,d005,,74645,56573
56574,d004,,10222,56574
56581,d001,,439857,#N/A
56581,d007,,286864,#N/A
56585,d004,,286149,#N/A
56592,d001,,97379,56592
56592,d007,,44623,56592
56593,d004,,11448,#N/A
56594,d007,,421359,56594
56595,d007,,92910,56595
56596,d004,,442051,#N/A
56598,d006,,242817,#N/A
56599,d007,,23069,#N/A
56601,d006,,209205,#N/A
56603,d004,,26711,56603
56605,d005,,75936,#N/A
56609,d007,,76524,#N/A
56613,d005,,415412,#N/A
56617,d002,,75437,#N/A
56618,d007,,443386,#N/A
56619,d007,,45832,#N/A
56622,d004,,58948,#N/A
56622,d006,,92791,#N/A
56624,d001,,417755,#N/A
56626,d006,,229887,#N/A
56632,d004,,45609,#N/A
56633,d008,,472284,#N/A
56638,d004,,38131,#N/A
56644,d008,,285666,#N/A
56647,d004,,233027,#N/A
56649,d004,,75929,#N/A
56649,d005,,208913,#N/A
56651,d005,,22147,#N/A
56652,d001,,88604,#N/A
56653,d007,,209213,#N/A
56654,d005,,236801,#N/A
56656,d004,,413070,#N/A
56668,d009,,475531,56668
56669,d002,,478303,#N/A
56671,d004,,83057,#N/A
56672,d005,,465416,#N/A
56673,d007,,271961,56673
56677,d003,,429551,56677
56680,d009,,405337,#N/A
56683,d006,,434480,56683
56685,d001,,219241,56685
56689,d004,,447678,#N/A
56690,d004,,24612,#N/A
56693,d007,,204405,#N/A
56696,d004,,23729,#N/A
56697,d004,,94822,#N/A
56697,d006,,255605,#N/A
56698,d002,,63705,#N/A
56699,d007,,447275,#N/A
56701,d007,,266792,#N/A
56702,d006,,85955,#N/A
56703,d002,,483837,#N/A
56704,d007,,478739,#N/A
56705,d009,,431468,56705
56711,d007,,22013,56711
56714,d005,,262303,#N/A
56718,d004,,77234,#N/A
56720,d005,,208641,#N/A
56722,d005,,279263,#N/A
56726,d007,,48517,#N/A
56729,d004,,417196,#N/A
56730,d009,,66525,#N/A
56733,d003,,275893,#N/A
56734,d004,,278489,56734
56736,d007,,411447,#N/A
56737,d005,,226512,#N/A
56748,d005,,237192,#N/A
56749,d005,,294698,#N/A
56752,d005,,453539,56752
56754,d007,,280652,#N/A
56755,d006,,273674,#N/A
56758,d005,,491601,#N/A
56759,d003,,62270,56759
56760,d005,,264498,#N/A
56761,d005,,36755,#N/A
56762,d009,,279017,56762
56765,d004,,472358,#N/A
56765,d008,,465125,#N/A
56766,d005,,236228,#N/A
56774,d005,,106723,56774
56776,d009,,232989,#N/A
56777,d007,,445501,#N/A
56781,d001,,405845,56781
56784,d005,,247221,#N/A
56785,d005,,103876,#N/A
56786,d004,,283245,56786
56788,d005,,23168,56788
56792,d005,,443398,#N/A
56795,d005,,486229,56795
56796,d004,,411868,#N/A
56797,d006,,280001,#N/A
56799,d007,,76798,#N/A
56803,d004,,268610,#N/A
56807,d003,,249864,56807
56808,d002,,451366,56808
56808,d003,,258848,56808
56809,d005,,443202,#N/A
56811,d004,,71306,56811
56814,d003,,96955,#N/A
56816,d005,,465312,56816
56820,d005,,211729,#N/A
56823,d002,,418488,#N/A
56824,d004,,228226,#N/A
56827,d007,,272725,#N/A
56829,d004,,92377,#N/A
56829,d006,,58874,#N/A
56830,d005,,77272,#N/A
56831,d005,,33584,#N/A
56832,d004,,272105,#N/A
56833,d005,,56474,#N/A
56834,d007,,403566,56834
56835,d008,,241680,#N/A
56838,d008,,238770,56838
56839,d004,,427443,#N/A
56839,d006,,407886,#N/A
56841,d007,,247950,#N/A
56842,d005,,406539,#N/A
56847,d004,,27912,#N/A
56847,d006,,457462,#N/A
56851,d005,,254653,#N/A
56854,d007,,290721,#N/A
56862,d007,,462856,#N/A
56863,d001,,458651,#N/A
56863,d007,,215035,#N/A
56864,d008,,461547,#N/A
56865,d004,,25251,#N/A
56872,d007,,417253,#N/A
56876,d005,,272162,#N/A
56877,d001,,36688,#N/A
56878,d002,,88785,56878
56882,d004,,455335,#N/A
56882,d009,,400945,#N/A
56885,d007,,426489,#N/A
56886,d007,,430129,56886
56887,d007,,22345,#N/A
56890,d007,,245269,#N/A
56891,d005,,445349,#N/A
56895,d005,,32075,#N/A
56897,d005,,28843,#N/A
56898,d005,,239986,#N/A
56900,d006,,286412,#N/A
56903,d009,,485296,56903
56906,d005,,413906,56906
56908,d005,,206350,56908
56911,d005,,92449,56911
56913,d004,,18895,#N/A
56914,d008,,235215,#N/A
56915,d004,,498405,56915
56916,d004,,406297,#N/A
56917,d004,,493117,#N/A
56918,d005,,447212,#N/A
56919,d001,,216697,#N/A
56925,d007,,93976,#N/A
56928,d007,,262705,#N/A
56932,d004,,65953,#N/A
56932,d009,,103853,#N/A
56934,d005,,418144,56934
56936,d005,,14695,#N/A
56937,d005,,408855,#N/A
56940,d005,,266303,56940
56945,d004,,32934,#N/A
56948,d007,,238310,#N/A
56953,d008,,498573,#N/A
56954,d009,,459759,#N/A
56957,d005,,450858,#N/A
56963,d005,,271317,#N/A
56965,d002,,456055,#N/A
56970,d009,,261863,#N/A
56971,d005,,416461,#N/A
56973,d007,,243657,56973
56982,d009,,425923,#N/A
56985,d001,,476248,#N/A
56991,d003,,403215,#N/A
56992,d004,,473561,56992
56994,d004,,70803,#N/A
56997,d003,,263403,#N/A
56998,d005,,425029,#N/A
56998,d008,,466875,#N/A
57006,d004,,227581,#N/A
57007,d007,,49280,57007
57008,d005,,411432,57008
57008,d008,,266949,57008
57013,d007,,219838,#N/A
57014,d004,,489103,57014
57018,d007,,43336,#N/A
57022,d005,,98580,#N/A
57024,d007,,406761,57024
57025,d008,,98735,#N/A
57028,d007,,43784,#N/A
57036,d005,,55762,#N/A
57039,d005,,43844,#N/A
57040,d007,,297163,#N/A
57042,d005,,497967,#N/A
57045,d002,,229418,#N/A
57048,d009,,55445,#N/A
57050,d001,,282908,#N/A
57051,d004,,461413,#N/A
57051,d005,,272113,#N/A
57052,d004,,29132,#N/A
57054,d005,,15415,#N/A
57055,d003,,424970,#N/A
57056,d005,,450251,#N/A
57057,d005,,261596,#N/A
57060,d004,,87233,#N/A
57060,d009,,480996,#N/A
57065,d007,,482798,#N/A
57067,d003,,241778,57067
57068,d004,,227414,57068
57070,d005,,421577,#N/A
57073,d004,,39864,57073
57074,d003,,99492,57074
57075,d009,,227775,#N/A
57076,d004,,235681,57076
57079,d005,,439778,57079
57080,d005,,17255,#N/A
57081,d004,,482565,#N/A
57083,d006,,25734,#N/A
57085,d005,,62720,#N/A
57086,d004,,83860,#N/A
57088,d001,,211370,#N/A
57088,d007,,104417,#N/A
57089,d009,,414362,#N/A
57092,d007,,420985,57092
57094,d005,,436285,#N/A
57095,d005,,81613,#N/A
57097,d005,,402836,#N/A
57097,d008,,242126,#N/A
57100,d005,,73817,#N/A
57101,d007,,206215,#N/A
57102,d004,,99616,#N/A
57104,d009,,215036,#N/A
57105,d007,,26072,#N/A
57106,d004,,273704,#N/A
57106,d009,,438130,#N/A
57108,d005,,97563,#N/A
57109,d005,,53510,57109
57115,d005,,270720,#N/A
57116,d004,,81164,57116
57116,d006,,463553,57116
57121,d004,,421498,57121
57123,d005,,262273,#N/A
57126,d005,,425066,#N/A
57126,d008,,406966,#N/A
57128,d009,,11360,#N/A
57129,d005,,268473,#N/A
57132,d003,,457223,#N/A
57134,d007,,475883,#N/A
57137,d004,,294218,#N/A
57139,d001,,82802,57139
57143,d004,,404596,#N/A
57147,d007,,413757,#N/A
57147,d009,,260094,#N/A
57148,d005,,259577,#N/A
57150,d005,,19448,#N/A
57155,d007,,15164,#N/A
57156,d002,,96698,#N/A
57156,d003,,438782,#N/A
57159,d004,,465332,#N/A
57160,d002,,280173,#N/A
57161,d007,,231320,#N/A
57164,d007,,483608,57164
57170,d007,,17711,57170
57171,d007,,259776,#N/A
57175,d005,,56834,#N/A
57177,d002,,201859,#N/A
57179,d004,,294062,#N/A
57180,d005,,210049,#N/A
57181,d009,,83754,#N/A
57183,d007,,96048,#N/A
57184,d004,,46692,57184
57184,d005,,203849,57184
57186,d005,,281436,57186
57188,d008,,221656,#N/A
57189,d004,,251375,#N/A
57190,d003,,404043,#N/A
57192,d002,,451070,#N/A
57192,d003,,479585,#N/A
57199,d006,,445679,#N/A
57201,d009,,482445,#N/A
57203,d004,,246846,#N/A
57207,d007,,484744,#N/A
57209,d003,,31305,57209
57211,d005,,457870,57211
57213,d007,,424786,#N/A
57216,d004,,451105,#N/A
57217,d005,,67381,#N/A
57220,d008,,41476,#N/A
57226,d002,,68459,#N/A
57234,d001,,273870,#N/A
57235,d001,,482660,57235
57239,d005,,249619,#N/A
57242,d005,,442671,#N/A
57242,d008,,264823,#N/A
57243,d004,,295541,#N/A
57244,d007,,66285,#N/A
57246,d001,,414118,#N/A
57247,d004,,37132,#N/A
57249,d004,,489083,#N/A
57253,d006,,209284,#N/A
57256,d008,,62021,#N/A
57259,d007,,408293,57259
57260,d004,,436517,57260
57260,d009,,276368,57260
57262,d007,,223231,#N/A
57265,d004,,227240,#N/A
57268,d005,,79005,#N/A
57270,d004,,484909,57270
57271,d004,,88950,#N/A
57271,d006,,63337,#N/A
57274,d001,,271005,#N/A
57275,d007,,89853,#N/A
57276,d003,,232715,57276
57277,d007,,435472,#N/A
57281,d002,,408785,57281
57281,d003,,57235,57281
57284,d008,,218616,#N/A
57285,d004,,34643,57285
57287,d007,,238928,57287
57293,d007,,249591,#N/A
57296,d004,,297350,57296
57300,d007,,229626,#N/A
57301,d004,,450472,#N/A
57305,d007,,291922,57305
57309,d004,,87402,#N/A
57310,d004,,98068,#N/A
57310,d009,,244802,#N/A
57311,d005,,100265,57311
57312,d004,,269533,57312
57318,d007,,433576,#N/A
57319,d002,,268033,#N/A
57321,d002,,254272,#N/A
57322,d007,,78681,#N/A
57327,d005,,427436,#N/A
57328,d004,,232093,#N/A
57329,d005,,285063,#N/A
57329,d008,,73399,#N/A
57337,d004,,286111,#N/A
57340,d005,,289355,57340
57342,d004,,264699,#N/A
57343,d005,,410588,57343
57344,d004,,474819,#N/A
57346,d004,,461304,#N/A
57355,d006,,73265,#N/A
57359,d002,,453028,57359
57362,d007,,457566,#N/A
57363,d005,,476760,#N/A
57364,d006,,410162,#N/A
57365,d004,,420072,#N/A
57365,d005,,286566,#N/A
57366,d009,,68035,#N/A
57367,d005,,105379,#N/A
57370,d009,,436045,#N/A
57371,d008,,251983,#N/A
57372,d006,,277709,57372
57374,d009,,280272,57374
57375,d003,,421629,57375
57376,d004,,49528,#N/A
57376,d009,,59394,#N/A
57378,d004,,238111,#N/A
57382,d004,,492013,57382
57383,d005,,36812,#N/A
57389,d004,,79289,#N/A
57390,d005,,36413,#N/A
57392,d009,,464992,#N/A
57395,d009,,219439,#N/A
57398,d007,,57186,#N/A
57399,d007,,491254,#N/A
57404,d005,,37358,57404
57405,d005,,93903,#N/A
57406,d001,,230383,#N/A
57406,d009,,215775,#N/A
57414,d005,,457504,#N/A
57416,d007,,214970,#N/A
57416,d009,,265799,#N/A
57418,d004,,466065,57418
57419,d007,,215879,#N/A
57420,d006,,250716,#N/A
57422,d005,,21686,#N/A
57423,d003,,461138,#N/A
57425,d005,,286051,#N/A
57428,d004,,496062,#N/A
57430,d002,,57374,#N/A
57431,d002,,56908,#N/A
57432,d004,,427650,#N/A
57434,d004,,12984,57434
57434,d006,,288986,57434
57439,d005,,401323,#N/A
57440,d005,,465784,#N/A
57442,d005,,84832,#N/A
57443,d005,,41666,#N/A
57446,d005,,18161,#N/A
57447,d007,,69783,57447
57451,d005,,264299,#N/A
57452,d005,,92133,57452
57454,d007,,27214,#N/A
57459,d008,,486340,57459
57463,d009,,452911,#N/A
57464,d004,,420092,#N/A
57464,d009,,486941,#N/A
57466,d005,,275628,#N/A
57468,d005,,105702,#N/A
57469,d006,,242437,#N/A
57472,d004,,222122,#N/A
57478,d004,,420561,#N/A
57482,d004,,238048,#N/A
57483,d005,,234330,#N/A
57483,d009,,288648,#N/A
57485,d009,,428594,#N/A
57488,d005,,200124,#N/A
57495,d005,,41262,#N/A
57496,d002,,255884,#N/A
57501,d007,,400729,#N/A
57510,d005,,42685,57510
57520,d007,,104951,#N/A
57522,d002,,236128,#N/A
57529,d007,,409050,#N/A
57531,d006,,291044,#N/A
57533,d005,,452671,#N/A
57536,d004,,416396,#N/A
57538,d004,,67514,57538
57539,d002,,204779,#N/A
57545,d005,,282843,#N/A
57546,d002,,250402,#N/A
57548,d004,,201650,#N/A
57550,d007,,18852,#N/A
57554,d007,,276918,#N/A
57555,d002,,400355,#N/A
57556,d005,,81291,#N/A
57560,d005,,227585,#N/A
57565,d007,,475051,#N/A
57566,d005,,447422,#N/A
57567,d007,,85648,#N/A
57568,d005,,61855,#N/A
57570,d001,,70939,57570
57572,d007,,220546,#N/A
57574,d004,,14724,#N/A
57577,d007,,28889,#N/A
57584,d002,,424863,57584
57584,d003,,84223,57584
57592,d005,,450081,#N/A
57596,d007,,59684,#N/A
57599,d005,,417839,#N/A
57600,d005,,209659,57600
57603,d005,,33214,#N/A
57606,d005,,484057,#N/A
57610,d007,,210254,#N/A
57611,d001,,204298,#N/A
57611,d007,,401565,#N/A
57614,d005,,203097,57614
57615,d009,,480917,#N/A
57618,d005,,407201,#N/A
57619,d005,,488851,#N/A
57624,d002,,39843,#N/A
57626,d006,,494101,#N/A
57627,d001,,425205,57627
57632,d003,,460556,#N/A
57633,d005,,62913,#N/A
57634,d006,,26106,#N/A
57635,d005,,406653,#N/A
57638,d005,,279416,#N/A
57640,d004,,246600,#N/A
57640,d005,,205928,#N/A
57641,d006,,416076,#N/A
57642,d005,,86556,#N/A
57646,d001,,28368,#N/A
57649,d005,,45655,#N/A
57652,d007,,411515,#N/A
57654,d001,,428615,#N/A
57655,d004,,288870,#N/A
57657,d003,,407406,#N/A
57662,d005,,240596,57662
57663,d004,,69910,#N/A
57664,d005,,73356,#N/A
57670,d005,,258278,57670
57675,d004,,43922,#N/A
57678,d007,,402504,#N/A
57680,d004,,224193,57680
57684,d004,,403470,57684
57684,d009,,213436,57684
57686,d008,,406382,#N/A
57687,d004,,436428,#N/A
57689,d003,,260017,#N/A
57692,d004,,90931,#N/A
57693,d004,,456566,#N/A
57693,d009,,445851,#N/A
57694,d005,,99327,57694
57698,d002,,431053,#N/A
57701,d004,,259004,#N/A
57703,d004,,25388,#N/A
57705,d002,,452804,#N/A
57706,d001,,258126,#N/A
57712,d004,,474408,#N/A
57712,d009,,440338,#N/A
57713,d005,,293564,#N/A
57714,d003,,443223,#N/A
57719,d005,,79582,#N/A
57720,d006,,263063,#N/A
57721,d001,,433185,#N/A
57723,d004,,499033,#N/A
57723,d009,,200206,#N/A
57724,d007,,432060,#N/A
57732,d007,,270822,#N/A
57732,d009,,243260,#N/A
57733,d001,,494840,#N/A
57739,d005,,104077,#N/A
57741,d004,,275919,#N/A
57743,d004,,209525,#N/A
57745,d006,,471652,#N/A
57748,d008,,267688,#N/A
57749,d008,,422581,#N/A
57758,d007,,284526,#N/A
57759,d007,,221596,#N/A
57761,d005,,22081,#N/A
57771,d005,,267540,#N/A
57773,d005,,409576,57773
57775,d007,,200193,#N/A
57776,d001,,455328,#N/A
57780,d009,,410452,#N/A
57782,d007,,225603,#N/A
57782,d009,,436775,#N/A
57784,d004,,65880,#N/A
57785,d007,,94895,#N/A
57787,d005,,442001,57787
57789,d001,,404208,57789
57790,d005,,40041,#N/A
57790,d006,,283526,#N/A
57791,d004,,82671,#N/A
57794,d005,,81490,#N/A
57795,d008,,107489,#N/A
57796,d004,,81678,57796
57799,d005,,425661,#N/A
57799,d008,,436799,#N/A
57802,d005,,477458,#N/A
57804,d004,,417765,#N/A
57806,d007,,211372,#N/A
57807,d004,,274897,#N/A
57808,d009,,492372,#N/A
57810,d002,,58324,#N/A
57810,d007,,478989,#N/A
57812,d006,,232840,#N/A
57813,d004,,74842,#N/A
57818,d008,,275012,57818
57819,d002,,39331,#N/A
57819,d007,,16821,#N/A
57820,d007,,16325,#N/A
57821,d007,,57340,#N/A
57823,d007,,429120,#N/A
57828,d004,,464571,#N/A
57835,d005,,277890,57835
57836,d005,,431250,#N/A
57837,d005,,403508,#N/A
57838,d001,,28051,57838
57842,d007,,256000,#N/A
57845,d005,,487620,#N/A
57846,d005,,31158,#N/A
57848,d005,,239155,#N/A
57850,d001,,222508,#N/A
57850,d007,,489784,#N/A
57851,d005,,87725,#N/A
57853,d005,,269736,57853
57854,d005,,92967,#N/A
57856,d009,,86702,#N/A
57859,d006,,264880,#N/A
57860,d005,,256077,#N/A
57864,d001,,273590,#N/A
57865,d005,,272047,#N/A
57868,d004,,204467,#N/A
57868,d006,,292090,#N/A
57875,d007,,491246,#N/A
57879,d004,,411016,#N/A
57880,d007,,281422,#N/A
57881,d007,,241939,#N/A
57882,d001,,478294,#N/A
57883,d006,,39384,#N/A
57884,d003,,204822,#N/A
57887,d008,,429107,#N/A
57890,d004,,296685,#N/A
57891,d004,,73925,#N/A
57895,d006,,49457,#N/A
57896,d009,,441230,#N/A
57898,d005,,98196,#N/A
57901,d005,,447013,#N/A
57905,d006,,497835,#N/A
57907,d004,,489545,57907
57908,d007,,79877,#N/A
57909,d003,,69796,#N/A
57913,d004,,102320,#N/A
57918,d004,,72805,#N/A
57919,d003,,101676,57919
57922,d005,,481622,#N/A
57929,d004,,223755,#N/A
57937,d007,,456310,57937
57937,d009,,267849,57937
57943,d003,,496543,#N/A
57954,d004,,216415,#N/A
57955,d006,,25167,#N/A
57960,d004,,200941,#N/A
57961,d002,,462540,#N/A
57962,d005,,221992,#N/A
57964,d005,,405028,#N/A
57965,d001,,495110,#N/A
57965,d007,,274031,#N/A
57967,d007,,288846,#N/A
57970,d007,,451329,57970
57971,d005,,223612,#N/A
57972,d007,,465685,57972
57975,d002,,431934,#N/A
57975,d007,,253489,#N/A
57979,d005,,461752,#N/A
57984,d009,,475925,#N/A
57986,d004,,24603,#N/A
57987,d005,,469169,#N/A
57992,d004,,66213,#N/A
57995,d004,,277310,#N/A
57996,d007,,51944,#N/A
57999,d002,,452661,#N/A
58000,d004,,448092,#N/A
58002,d004,,32370,58002
58003,d005,,273565,58003
58004,d005,,273514,#N/A
58005,d005,,463811,#N/A
58008,d004,,263830,#N/A
58009,d004,,16258,#N/A
58010,d007,,467803,#N/A
58013,d005,,86942,#N/A
58014,d005,,18081,#N/A
58017,d007,,405211,#N/A
58022,d005,,441249,#N/A
58022,d008,,230517,#N/A
58024,d005,,46350,#N/A
58025,d007,,250467,#N/A
58026,d003,,480656,#N/A
58027,d005,,19905,#N/A
58029,d004,,411470,#N/A
58030,d005,,490033,#N/A
58030,d008,,200761,#N/A
58032,d007,,411681,#N/A
58033,d007,,443818,#N/A
58037,d007,,102577,#N/A
58038,d001,,81748,#N/A
58038,d003,,243872,#N/A
58041,d005,,35507,#N/A
58048,d005,,49452,#N/A
58052,d004,,292360,58052
58053,d007,,226428,#N/A
58055,d004,,68570,#N/A
58055,d005,,106800,#N/A
58060,d004,,92920,#N/A
58063,d001,,436202,58063
58063,d007,,73049,58063
58067,d005,,208783,#N/A
58077,d002,,470600,58077
58080,d007,,14007,#N/A
58084,d005,,479660,#N/A
58087,d002,,209081,58087
58091,d007,,245282,#N/A
58107,d005,,49503,#N/A
58111,d005,,91098,#N/A
58111,d008,,280515,#N/A
58112,d006,,42521,#N/A
58115,d005,,201789,#N/A
58116,d004,,416305,#N/A
58117,d005,,464495,#N/A
58118,d003,,292070,#N/A
58119,d008,,263000,#N/A
58120,d007,,287151,#N/A
58126,d006,,470531,#N/A
58129,d007,,226370,#N/A
58131,d001,,446741,#N/A
58131,d007,,94451,#N/A
58132,d007,,75443,#N/A
58140,d004,,425497,#N/A
58140,d006,,71088,#N/A
58141,d002,,57311,#N/A
58142,d001,,430611,#N/A
58149,d005,,213275,#N/A
58150,d001,,461801,#N/A
58150,d009,,239400,#N/A
58153,d002,,297687,#N/A
58154,d008,,450860,58154
58156,d008,,240633,58156
58158,d007,,216376,#N/A
58160,d007,,418829,58160
58163,d005,,437817,#N/A
58166,d005,,272605,#N/A
58168,d005,,442743,#N/A
58169,d006,,408299,#N/A
58171,d004,,421094,#N/A
58171,d005,,298676,#N/A
58173,d007,,96405,#N/A
58178,d004,,413731,58178
58179,d004,,448056,#N/A
58179,d009,,260400,#N/A
58180,d007,,74004,#N/A
58183,d004,,485801,#N/A
58185,d004,,22224,#N/A
58189,d002,,435417,#N/A
58189,d003,,238733,#N/A
58190,d005,,84702,#N/A
58193,d005,,441708,#N/A
58194,d002,,436541,#N/A
58196,d002,,73167,#N/A
58201,d005,,69068,58201
58203,d009,,494667,58203
58205,d007,,78976,#N/A
58212,d005,,49038,#N/A
58213,d004,,87850,58213
58215,d007,,213942,#N/A
58218,d005,,451770,#N/A
58218,d008,,418664,#N/A
58220,d005,,53690,#N/A
58228,d002,,492921,#N/A
58228,d003,,294984,#N/A
58231,d007,,77809,#N/A
58235,d006,,227823,58235
58238,d002,,253880,#N/A
58241,d008,,449747,58241
58245,d004,,295162,#N/A
58245,d009,,104525,#N/A
58248,d004,,437973,58248
58250,d005,,212073,#N/A
58251,d004,,469826,#N/A
58254,d004,,44792,#N/A
58257,d004,,239761,#N/A
58258,d005,,63218,#N/A
58261,d003,,86706,#N/A
58263,d002,,402867,#N/A
58264,d004,,460521,#N/A
58264,d005,,287335,#N/A
58265,d007,,493983,#N/A
58267,d005,,265700,#N/A
58269,d004,,216147,#N/A
58271,d009,,415817,#N/A
58273,d005,,221750,#N/A
58273,d008,,266276,#N/A
58276,d004,,93056,#N/A
58278,d004,,226773,#N/A
58279,d002,,260597,#N/A
